Coverage ID,Coverage Year,Coverage Month,Coverage Day
23521,2022,3,23
23522,2024,10,13
23523,2022,3,17
23524,2022,1,4
23525,2021,7,22
23526,2024,10,27
23527,2021,8,7
23528,2024,12,25
23529,2023,11,10
23530,2021,11,12
23531,2024,6,5
23532,2024,2,8
23533,2021,2,4
23534,2023,5,24
23535,2022,9,24
23536,2023,10,4
23537,2021,4,13
23538,2022,5,3
23539,2024,7,27
23540,2021,3,16
23541,2022,5,12
23542,2022,10,16
23543,2021,9,3
23544,2023,8,7
23545,2021,7,16
23546,2023,12,7
23547,2023,8,27
23548,2022,8,5
23549,2022,6,22
23550,2023,12,9
23551,2023,5,14
23552,2022,6,16
23553,2024,10,6
23554,2022,8,31
23555,2023,9,12
23556,2022,1,10
23557,2021,10,26
23558,2021,9,24
23559,2022,9,21
23560,2022,7,1
23561,2023,8,27
23562,2021,2,23
23563,2021,3,12
23564,2023,10,2
23565,2022,5,12
23566,2021,12,3
23567,2022,9,16
23568,2021,9,3
23569,2021,5,26
23570,2023,9,4
23571,2022,8,2
23572,2024,2,26
23573,2022,4,6
23574,2022,10,5
23575,2024,11,13
23576,2021,8,31
23577,2023,4,23
23578,2025,1,8
23579,2024,11,26
23580,2025,3,3
23581,2022,5,30
23582,2023,10,23
23583,2023,4,10
23584,2023,8,7
23585,2022,1,9
23586,2023,12,18
23587,2023,12,5
23588,2022,5,8
23589,2024,5,23
23590,2022,1,18
23591,2024,4,16
23592,2022,1,22
23593,2023,2,15
23594,2024,7,4
23595,2021,4,23
23596,2022,1,9
23597,2024,7,14
23598,2021,9,7
23599,2022,2,3
23600,2023,4,26
23601,2022,1,4
23602,2024,10,18
23603,2022,11,25
23604,2024,11,14
23605,2025,1,27
23606,2021,1,12
23607,2024,4,24
23608,2023,11,23
23609,2023,12,29
23610,2022,2,8
23611,2023,6,28
23612,2022,7,12
23613,2023,2,16
23614,2022,3,22
23615,2023,6,30
23616,2022,10,4
23617,2021,9,8
23618,2022,7,3
23619,2023,11,23
23620,2023,3,24
23621,2025,1,23
23622,2022,1,21
23623,2024,5,15
23624,2024,7,20
23625,2025,1,28
23626,2023,6,7
23627,2024,6,14
23628,2024,10,20
23629,2022,8,22
23630,2021,8,9
23631,2022,1,11
23632,2022,1,28
23633,2021,8,29
23634,2025,3,14
23635,2022,7,23
23636,2023,2,24
23637,2021,11,13
23638,2023,6,27
23639,2023,6,1
23640,2022,2,21
23641,2023,4,13
23642,2023,1,29
23643,2023,7,8
23644,2024,5,4
23645,2021,10,26
23646,2023,4,24
23647,2021,6,28
23648,2023,8,30
23649,2023,10,24
23650,2021,9,13
23651,2022,5,18
23652,2021,10,4
23653,2021,9,22
23654,2021,3,24
23655,2021,11,25
23656,2023,1,3
23657,2022,2,18
23658,2023,1,14
23659,2025,3,8
23660,2023,8,22
23661,2022,5,27
23662,2023,5,29
23663,2024,11,12
23664,2022,5,31
23665,2024,10,22
23666,2024,3,9
23667,2021,4,17
23668,2021,10,1
23669,2024,5,23
23670,2023,10,19
23671,2024,2,28
23672,2022,9,12
23673,2023,11,13
23674,2023,9,7
23675,2025,3,13
23676,2025,2,23
23677,2024,10,11
23678,2022,12,6
23679,2023,12,6
23680,2021,2,23
23681,2024,2,12
23682,2021,2,10
23683,2023,8,11
23684,2022,8,12
23685,2025,1,11
23686,2024,1,3
23687,2022,2,3
23688,2024,1,27
23689,2024,9,24
23690,2022,11,9
23691,2021,1,30
23692,2024,2,17
23693,2024,3,29
23694,2023,8,28
23695,2024,7,24
23696,2023,11,1
23697,2024,4,9
23698,2023,11,29
23699,2024,4,3
23700,2023,2,6
23701,2022,6,4
23702,2024,3,17
23703,2022,1,26
23704,2024,4,28
23705,2023,10,14
23706,2021,12,22
23707,2021,10,13
23708,2022,4,16
23709,2022,4,1
23710,2024,7,6
23711,2021,10,26
23712,2023,7,14
23713,2023,11,9
23714,2024,11,22
23715,2022,9,8
23716,2021,12,3
23717,2023,4,15
23718,2021,7,16
23719,2023,11,12
23720,2023,9,7
23721,2022,1,29
23722,2021,4,26
23723,2023,9,23
23724,2023,10,17
23725,2025,1,24
23726,2025,1,31
23727,2024,9,20
23728,2022,8,31
23729,2022,3,27
23730,2024,9,6
23731,2023,7,23
23732,2021,5,20
23733,2021,2,23
23734,2023,7,8
23735,2022,1,9
23736,2024,4,10
23737,2023,3,21
23738,2023,11,19
23739,2021,10,29
23740,2023,8,24
23741,2023,1,23
23742,2022,1,18
23743,2021,1,28
23744,2022,5,11
23745,2024,2,5
23746,2024,6,30
23747,2024,8,10
23748,2022,11,14
23749,2021,3,31
23750,2022,2,19
23751,2021,6,9
23752,2021,7,8
23753,2024,7,25
23754,2021,3,26
23755,2024,2,7
23756,2024,3,8
23757,2023,2,23
23758,2022,5,21
23759,2024,1,7
23760,2024,2,7
23761,2021,12,6
23762,2024,9,2
23763,2024,7,7
23764,2024,10,18
23765,2022,10,23
23766,2022,11,8
23767,2022,8,8
23768,2021,10,13
23769,2022,10,12
23770,2023,5,9
23771,2022,1,25
23772,2023,5,14
23773,2024,9,12
23774,2021,1,29
23775,2021,1,12
23776,2024,6,6
23777,2025,2,5
23778,2022,7,28
23779,2024,2,23
23780,2022,10,22
23781,2023,2,7
23782,2024,12,18
23783,2023,4,15
23784,2024,5,8
23785,2021,3,2
23786,2021,12,2
23787,2022,6,15
23788,2022,3,20
23789,2024,8,23
23790,2021,1,13
23791,2021,11,18
23792,2022,1,24
23793,2021,1,17
23794,2023,4,21
23795,2023,6,17
23796,2022,2,4
23797,2021,11,16
23798,2023,4,29
23799,2024,9,25
23800,2023,7,5
23801,2021,8,28
23802,2022,3,4
23803,2023,12,15
23804,2022,7,11
23805,2021,2,1
23806,2021,8,25
23807,2022,6,2
23808,2021,1,21
23809,2021,2,24
23810,2021,8,24
23811,2022,2,6
23812,2021,5,19
23813,2023,10,15
23814,2025,2,20
23815,2022,5,25
23816,2021,5,28
23817,2024,10,25
23818,2024,4,7
23819,2022,2,8
23820,2023,10,10
23821,2023,8,4
23822,2021,11,4
23823,2025,1,30
23824,2022,1,15
23825,2021,2,22
23826,2023,4,14
23827,2022,6,27
23828,2025,2,13
23829,2023,9,22
23830,2022,9,14
23831,2021,4,27
23832,2022,5,18
23833,2023,6,30
23834,2021,10,11
23835,2022,1,11
23836,2024,3,29
23837,2023,7,24
23838,2023,3,14
23839,2023,2,3
23840,2024,2,19
23841,2021,4,3
23842,2022,12,7
23843,2021,6,17
23844,2021,4,29
23845,2021,5,2
23846,2023,7,8
23847,2022,4,1
23848,2022,7,28
23849,2024,3,21
23850,2024,2,24
23851,2023,12,28
23852,2024,2,18
23853,2021,3,21
23854,2024,6,12
23855,2022,3,20
23856,2024,9,5
23857,2022,7,18
23858,2024,1,28
23859,2022,10,24
23860,2022,12,5
23861,2023,3,12
23862,2024,6,20
23863,2024,11,23
23864,2021,8,8
23865,2024,3,22
23866,2022,7,21
23867,2021,4,28
23868,2022,1,9
23869,2022,9,27
23870,2021,5,2
23871,2024,1,18
23872,2021,9,10
23873,2022,1,10
23874,2024,10,12
23875,2022,9,3
23876,2022,9,9
23877,2022,1,30
23878,2021,10,15
23879,2022,4,8
23880,2022,8,8
23881,2024,10,27
23882,2021,3,15
23883,2021,6,28
23884,2023,1,16
23885,2021,5,9
23886,2023,2,2
23887,2022,12,1
23888,2021,3,2
23889,2021,11,18
23890,2022,6,19
23891,2021,8,28
23892,2021,10,8
23893,2022,4,27
23894,2023,12,19
23895,2024,12,1
23896,2022,2,23
23897,2022,6,16
23898,2024,12,22
23899,2021,8,16
23900,2021,8,23
23901,2021,12,3
23902,2024,7,29
23903,2023,7,13
23904,2023,3,6
23905,2024,8,15
23906,2025,2,16
23907,2022,5,11
23908,2023,3,7
23909,2023,3,5
23910,2022,9,21
23911,2023,12,4
23912,2024,11,5
23913,2022,6,9
23914,2021,2,13
23915,2024,2,28
23916,2021,12,11
23917,2021,2,4
23918,2023,12,4
23919,2021,1,15
23920,2022,4,10
23921,2024,7,17
23922,2025,3,7
23923,2021,3,29
23924,2024,2,6
23925,2021,8,23
23926,2022,5,22
23927,2021,3,24
23928,2021,2,8
23929,2023,8,7
23930,2021,11,26
23931,2023,5,3
23932,2021,12,20
23933,2022,9,23
23934,2021,5,21
23935,2021,10,25
23936,2021,10,4
23937,2022,2,4
23938,2023,7,11
23939,2025,2,22
23940,2022,10,9
23941,2024,3,17
23942,2021,11,17
23943,2024,3,9
23944,2023,1,29
23945,2022,7,4
23946,2023,2,13
23947,2021,8,18
23948,2021,1,8
23949,2021,12,7
23950,2023,1,18
23951,2024,8,18
23952,2023,12,12
23953,2021,12,18
23954,2025,1,15
23955,2021,2,6
23956,2023,8,1
23957,2021,12,18
23958,2022,7,22
23959,2024,3,22
23960,2021,3,10
23961,2022,6,26
23962,2021,1,18
23963,2023,8,17
23964,2022,2,12
23965,2021,4,13
23966,2023,12,22
23967,2024,4,10
23968,2022,10,26
23969,2022,9,27
23970,2023,11,20
23971,2021,4,29
23972,2024,12,24
23973,2023,4,21
23974,2021,11,1
23975,2022,1,29
23976,2023,1,9
23977,2022,10,26
23978,2021,3,8
23979,2025,1,18
23980,2023,10,28
23981,2024,10,20
23982,2024,10,7
23983,2023,8,31
23984,2024,3,6
23985,2023,4,4
23986,2022,8,28
23987,2023,10,29
23988,2021,9,4
23989,2023,12,25
23990,2022,10,13
23991,2024,2,7
23992,2021,2,10
23993,2024,9,19
23994,2022,10,1
23995,2024,7,21
23996,2023,3,14
23997,2023,1,23
23998,2024,10,2
23999,2021,6,4
24000,2021,8,24
24001,2022,12,23
24002,2022,2,5
24003,2025,3,12
24004,2022,12,25
24005,2022,3,25
24006,2023,3,19
24007,2024,6,24
24008,2022,9,30
24009,2024,12,20
24010,2022,4,21
24011,2025,2,23
24012,2022,12,3
24013,2023,4,4
24014,2024,4,25
24015,2023,9,5
24016,2022,4,17
24017,2022,3,15
24018,2021,1,12
24019,2022,8,14
24020,2023,8,9
24021,2024,11,9
24022,2024,8,17
24023,2022,7,31
24024,2021,2,28
24025,2021,8,20
24026,2023,7,15
24027,2023,9,30
24028,2021,1,13
24029,2024,3,13
24030,2021,4,5
24031,2021,10,18
24032,2022,3,7
24033,2022,4,10
24034,2022,5,22
24035,2021,9,4
24036,2023,1,31
24037,2025,1,10
24038,2021,8,2
24039,2022,1,31
24040,2022,6,9
24041,2021,10,17
24042,2022,6,4
24043,2021,10,5
24044,2024,6,16
24045,2022,12,29
24046,2024,6,29
24047,2024,1,11
24048,2023,2,10
24049,2024,3,31
24050,2022,3,23
24051,2023,12,20
24052,2023,6,11
24053,2024,5,30
24054,2025,3,5
24055,2021,12,31
24056,2023,2,2
24057,2022,7,3
24058,2023,4,9
24059,2023,11,12
24060,2021,10,27
24061,2023,5,17
24062,2023,11,21
24063,2021,2,9
24064,2021,5,10
24065,2023,5,10
24066,2023,12,31
24067,2023,5,10
24068,2023,3,20
24069,2023,6,25
24070,2021,11,25
24071,2021,9,7
24072,2024,2,13
24073,2023,1,11
24074,2022,12,5
24075,2025,3,7
24076,2025,2,23
24077,2021,5,13
24078,2022,5,17
24079,2022,11,10
24080,2021,9,24
24081,2022,4,30
24082,2021,5,1
24083,2025,1,15
24084,2024,4,19
24085,2024,3,5
24086,2024,1,16
24087,2023,3,27
24088,2024,10,15
24089,2022,1,12
24090,2021,11,5
24091,2023,3,22
24092,2024,3,17
24093,2021,3,19
24094,2023,8,16
24095,2023,3,23
24096,2024,4,7
24097,2021,7,17
24098,2021,6,4
24099,2023,1,21
24100,2022,11,5
24101,2024,8,10
24102,2022,8,8
24103,2021,7,6
24104,2021,4,6
24105,2024,2,27
24106,2022,7,2
24107,2022,12,5
24108,2022,6,27
24109,2022,3,18
24110,2025,3,8
24111,2021,1,30
24112,2021,9,2
24113,2023,10,30
24114,2021,8,19
24115,2021,4,21
24116,2024,10,27
24117,2022,7,8
24118,2023,6,4
24119,2024,9,14
24120,2023,7,18
24121,2022,8,4
24122,2025,3,12
24123,2021,4,12
24124,2021,1,7
24125,2022,12,16
24126,2021,6,21
24127,2022,1,21
24128,2024,8,6
24129,2021,11,7
24130,2023,7,11
24131,2025,2,22
24132,2023,10,14
24133,2023,1,8
24134,2023,1,7
24135,2023,2,22
24136,2023,12,28
24137,2021,8,11
24138,2025,1,6
24139,2021,1,12
24140,2024,7,27
24141,2022,11,22
24142,2022,3,1
24143,2024,8,18
24144,2024,10,29
24145,2024,4,26
24146,2022,10,30
24147,2021,9,14
24148,2022,12,13
24149,2022,4,15
24150,2022,4,10
24151,2024,1,2
24152,2022,2,24
24153,2022,10,3
24154,2021,10,16
24155,2025,2,6
24156,2024,1,1
24157,2022,11,13
24158,2021,9,22
24159,2021,2,7
24160,2024,11,19
24161,2023,7,18
24162,2023,7,13
24163,2021,2,25
24164,2022,5,29
24165,2024,5,26
24166,2023,5,18
24167,2022,8,19
24168,2023,9,30
24169,2023,3,30
24170,2021,8,28
24171,2021,11,5
24172,2022,4,20
24173,2021,7,13
24174,2021,5,22
24175,2023,1,25
24176,2021,9,7
24177,2021,3,20
24178,2024,4,20
24179,2022,9,27
24180,2022,11,2
24181,2022,12,28
24182,2023,8,16
24183,2024,7,25
24184,2025,3,16
24185,2021,11,18
24186,2021,7,7
24187,2021,3,11
24188,2022,8,24
24189,2023,5,18
24190,2024,10,18
24191,2023,6,26
24192,2021,9,17
24193,2022,10,9
24194,2022,8,29
24195,2023,4,24
24196,2024,10,11
24197,2021,7,4
24198,2021,2,19
24199,2021,6,14
24200,2022,8,25
24201,2025,2,17
24202,2022,2,25
24203,2024,1,24
24204,2021,11,12
24205,2022,5,24
24206,2024,11,28
24207,2023,12,28
24208,2023,3,22
24209,2023,8,14
24210,2021,1,18
24211,2023,2,23
24212,2024,2,7
24213,2021,8,12
24214,2022,2,8
24215,2023,12,1
24216,2022,4,27
24217,2021,8,28
24218,2023,7,4
24219,2023,2,3
24220,2024,1,1
24221,2022,5,30
24222,2021,3,3
24223,2021,3,1
24224,2021,6,6
24225,2023,12,2
24226,2021,9,23
24227,2021,3,26
24228,2021,9,10
24229,2021,7,14
24230,2023,7,10
24231,2024,9,6
24232,2021,7,14
24233,2021,3,14
24234,2021,10,10
24235,2022,3,26
24236,2022,7,26
24237,2023,3,25
24238,2022,3,16
24239,2025,1,23
24240,2024,7,18
24241,2023,12,20
24242,2022,6,30
24243,2024,6,29
24244,2023,4,30
24245,2024,11,23
24246,2024,10,7
24247,2024,12,10
24248,2021,3,5
24249,2023,9,20
24250,2025,1,28
24251,2022,6,25
24252,2021,10,6
24253,2021,5,1
24254,2023,7,25
24255,2024,5,9
24256,2024,11,15
24257,2021,12,6
24258,2021,11,8
24259,2024,4,17
24260,2022,7,31
24261,2021,7,22
24262,2023,2,28
24263,2022,4,29
24264,2021,8,30
24265,2024,8,1
24266,2024,1,1
24267,2021,8,1
24268,2022,8,3
24269,2022,10,13
24270,2024,3,3
24271,2021,6,5
24272,2021,4,7
24273,2023,12,27
24274,2022,12,9
24275,2022,4,2
24276,2023,2,7
24277,2022,6,17
24278,2023,3,12
24279,2021,9,9
24280,2024,6,25
24281,2025,3,8
24282,2022,12,30
24283,2022,2,18
24284,2023,6,20
24285,2021,9,14
24286,2023,7,31
24287,2022,5,5
24288,2022,7,20
24289,2024,10,6
24290,2023,11,18
24291,2025,1,3
24292,2021,12,9
24293,2025,3,17
24294,2022,9,19
24295,2021,11,10
24296,2024,1,20
24297,2023,7,7
24298,2024,1,20
24299,2021,1,18
24300,2023,3,30
24301,2022,6,22
24302,2023,11,25
24303,2023,10,28
24304,2024,3,23
24305,2023,3,28
24306,2023,11,24
24307,2022,9,11
24308,2021,3,27
24309,2024,5,29
24310,2022,11,1
24311,2023,11,3
24312,2021,12,22
24313,2025,2,5
24314,2023,4,10
24315,2021,3,7
24316,2021,6,24
24317,2022,3,4
24318,2024,9,16
24319,2021,1,17
24320,2021,12,29
24321,2021,6,14
24322,2024,11,28
24323,2024,6,30
24324,2023,9,28
24325,2025,2,2
24326,2021,6,28
24327,2024,7,14
24328,2022,7,7
24329,2023,1,19
24330,2023,8,13
24331,2022,12,6
24332,2025,3,16
24333,2024,6,29
24334,2024,6,10
24335,2024,4,30
24336,2023,10,24
24337,2024,6,27
24338,2024,9,4
24339,2021,8,15
24340,2023,1,17
24341,2022,2,19
24342,2021,3,10
24343,2021,7,9
24344,2021,6,10
24345,2023,9,16
24346,2021,8,31
24347,2023,5,8
24348,2022,7,12
24349,2021,6,24
24350,2021,10,19
24351,2023,9,18
24352,2021,8,13
24353,2023,12,15
24354,2022,11,20
24355,2021,8,3
24356,2024,2,25
24357,2022,10,9
24358,2024,4,24
24359,2024,4,8
24360,2023,3,10
24361,2023,2,12
24362,2022,7,31
24363,2023,3,9
24364,2025,1,23
24365,2024,8,8
24366,2023,7,4
24367,2024,7,28
24368,2021,2,13
24369,2022,6,28
24370,2022,4,18
24371,2023,12,20
24372,2023,6,27
24373,2024,7,20
24374,2021,10,18
24375,2024,1,12
24376,2022,10,9
24377,2023,6,8
24378,2022,12,18
24379,2024,7,28
24380,2022,7,13
24381,2023,8,3
24382,2022,12,31
24383,2022,5,13
24384,2022,7,8
24385,2021,5,5
24386,2022,9,2
24387,2021,10,7
24388,2022,1,11
24389,2022,10,4
24390,2021,11,27
24391,2023,12,18
24392,2022,4,3
24393,2021,1,14
24394,2023,3,13
24395,2022,12,20
24396,2022,12,26
24397,2023,11,23
24398,2021,4,12
24399,2024,3,20
24400,2022,6,23
24401,2021,4,27
24402,2023,9,8
24403,2024,11,3
24404,2024,11,27
24405,2023,2,28
24406,2022,1,23
24407,2023,6,14
24408,2023,9,23
24409,2021,4,23
24410,2024,5,17
24411,2024,7,7
24412,2022,4,24
24413,2023,5,15
24414,2023,3,11
24415,2023,3,7
24416,2022,12,31
24417,2023,9,19
24418,2021,6,6
24419,2021,11,21
24420,2023,3,18
24421,2021,2,23
24422,2021,12,29
24423,2022,3,31
24424,2023,3,3
24425,2022,10,15
24426,2023,1,20
24427,2023,3,23
24428,2024,1,12
24429,2021,3,19
24430,2023,4,19
24431,2023,5,4
24432,2021,2,18
24433,2023,11,4
24434,2023,8,13
24435,2024,11,15
24436,2022,6,19
24437,2022,9,18
24438,2021,8,31
24439,2023,9,12
24440,2021,11,11
24441,2024,11,18
24442,2022,6,21
24443,2025,2,8
24444,2023,4,13
24445,2021,3,6
24446,2024,12,27
24447,2024,4,8
24448,2021,10,14
24449,2022,11,24
24450,2021,11,28
24451,2023,2,7
24452,2022,6,1
24453,2021,1,6
24454,2021,7,25
24455,2022,9,21
24456,2024,7,19
24457,2023,8,15
24458,2022,2,15
24459,2024,9,23
24460,2023,1,10
24461,2024,7,15
24462,2022,7,16
24463,2023,4,30
24464,2021,2,14
24465,2024,11,11
24466,2024,7,20
24467,2022,9,8
24468,2023,4,23
24469,2021,9,14
24470,2024,12,14
24471,2021,3,10
24472,2024,12,18
24473,2023,4,9
24474,2024,3,14
24475,2021,3,19
24476,2024,8,26
24477,2023,5,6
24478,2023,2,5
24479,2022,8,20
24480,2021,10,9
24481,2021,11,21
24482,2025,2,25
24483,2024,10,10
24484,2024,3,18
24485,2022,10,7
24486,2023,5,22
24487,2023,1,29
24488,2021,8,6
24489,2023,4,5
24490,2022,2,1
24491,2023,2,21
24492,2024,2,29
24493,2021,10,4
24494,2022,1,18
24495,2024,2,27
24496,2021,7,5
24497,2023,7,15
24498,2023,2,25
24499,2022,10,16
24500,2022,2,22
24501,2022,1,7
24502,2022,7,10
24503,2021,9,29
24504,2022,1,6
24505,2021,10,29
24506,2025,1,2
24507,2022,1,30
24508,2021,9,25
24509,2021,12,30
24510,2022,10,24
24511,2022,12,15
24512,2022,10,14
24513,2021,6,14
24514,2021,10,3
24515,2023,7,31
24516,2022,9,16
24517,2023,11,16
24518,2022,10,8
24519,2023,2,26
24520,2023,1,27
24521,2022,11,16
24522,2024,3,1
24523,2023,11,12
24524,2023,1,19
24525,2022,1,24
24526,2023,9,1
24527,2024,1,23
24528,2023,8,8
24529,2022,3,4
24530,2023,3,29
24531,2024,4,2
24532,2024,6,11
24533,2023,5,16
24534,2025,1,29
24535,2021,9,24
24536,2021,2,7
24537,2023,5,9
24538,2021,12,13
24539,2022,1,17
24540,2024,12,2
24541,2021,5,20
24542,2022,2,20
24543,2023,6,12
24544,2021,11,18
24545,2022,11,12
24546,2021,5,8
24547,2022,7,11
24548,2022,8,29
24549,2023,1,13
24550,2023,6,19
24551,2024,9,8
24552,2024,8,17
24553,2024,10,11
24554,2021,9,23
24555,2021,8,5
24556,2022,8,17
24557,2021,8,19
24558,2022,9,20
24559,2024,3,5
24560,2024,11,27
24561,2022,3,7
24562,2021,12,10
24563,2022,2,13
24564,2024,8,27
24565,2023,10,10
24566,2023,11,19
24567,2021,10,11
24568,2021,3,14
24569,2021,1,12
24570,2024,1,5
24571,2022,1,23
24572,2022,2,5
24573,2022,12,5
24574,2022,2,10
24575,2021,5,29
24576,2021,12,14
24577,2024,9,28
24578,2023,10,5
24579,2021,5,20
24580,2022,1,15
24581,2021,12,25
24582,2024,2,16
24583,2021,4,21
24584,2022,9,5
24585,2022,7,9
24586,2022,7,15
24587,2024,2,27
24588,2023,12,27
24589,2023,8,23
24590,2021,2,3
24591,2022,4,3
24592,2023,8,9
24593,2023,8,30
24594,2021,7,14
24595,2025,2,7
24596,2021,5,12
24597,2021,9,30
24598,2022,4,19
24599,2023,1,23
24600,2022,12,14
24601,2022,5,21
24602,2021,12,7
24603,2023,6,28
24604,2023,6,15
24605,2021,9,13
24606,2021,12,25
24607,2022,8,29
24608,2023,7,29
24609,2024,7,2
24610,2021,7,21
24611,2024,1,23
24612,2022,11,12
24613,2021,3,30
24614,2023,4,11
24615,2021,5,22
24616,2022,11,4
24617,2023,11,20
24618,2021,10,19
24619,2024,6,13
24620,2022,1,5
24621,2021,12,8
24622,2021,5,3
24623,2021,4,10
24624,2023,10,19
24625,2021,5,6
24626,2024,12,22
24627,2022,2,16
24628,2023,3,3
24629,2023,3,8
24630,2024,9,5
24631,2021,10,30
24632,2022,8,11
24633,2024,2,16
24634,2022,9,26
24635,2023,2,20
24636,2024,10,16
24637,2021,10,21
24638,2023,12,22
24639,2023,4,17
24640,2023,2,20
24641,2023,10,11
24642,2022,7,16
24643,2021,5,12
24644,2023,9,17
24645,2024,9,29
24646,2022,8,13
24647,2023,3,18
24648,2024,9,5
24649,2022,6,17
24650,2024,7,26
24651,2021,10,8
24652,2024,11,6
24653,2024,1,30
24654,2021,7,22
24655,2022,8,20
24656,2021,1,27
24657,2021,6,16
24658,2022,10,24
24659,2022,12,30
24660,2024,11,3
24661,2022,1,29
24662,2023,3,20
24663,2023,1,20
24664,2023,7,20
24665,2024,6,22
24666,2024,10,3
24667,2024,9,30
24668,2025,2,15
24669,2021,8,22
24670,2021,9,17
24671,2023,12,2
24672,2022,6,25
24673,2024,1,28
24674,2022,6,1
24675,2023,1,21
24676,2022,11,15
24677,2022,11,27
24678,2022,5,30
24679,2021,2,26
24680,2023,7,4
24681,2023,12,31
24682,2022,5,8
24683,2024,1,27
24684,2021,1,24
24685,2021,4,2
24686,2021,7,11
24687,2023,1,27
24688,2021,2,25
24689,2023,11,16
24690,2022,5,22
24691,2021,1,29
24692,2021,3,11
24693,2024,5,25
24694,2021,10,7
24695,2021,7,13
24696,2021,5,1
24697,2022,4,30
24698,2021,3,22
24699,2021,10,25
24700,2025,1,9
24701,2022,1,16
24702,2024,6,14
24703,2025,2,2
24704,2023,6,5
24705,2024,8,10
24706,2023,2,18
24707,2022,5,16
24708,2021,11,13
24709,2022,12,30
24710,2023,5,29
24711,2021,11,16
24712,2021,1,15
24713,2024,5,16
24714,2023,4,30
24715,2022,6,25
24716,2021,2,27
24717,2023,4,19
24718,2024,4,8
24719,2022,6,5
24720,2025,3,3
24721,2021,1,30
24722,2021,3,23
24723,2024,8,18
24724,2024,9,21
24725,2022,7,5
24726,2024,10,27
24727,2022,9,24
24728,2024,6,14
24729,2024,9,20
24730,2021,4,6
24731,2024,8,14
24732,2021,11,22
24733,2024,4,16
24734,2021,3,26
24735,2021,3,22
24736,2024,4,10
24737,2024,1,26
24738,2021,7,21
24739,2024,10,22
24740,2024,9,21
24741,2021,12,22
24742,2022,7,26
24743,2023,12,31
24744,2024,12,18
24745,2024,12,28
24746,2022,3,5
24747,2022,10,23
24748,2022,5,26
24749,2024,11,3
24750,2022,5,15
24751,2024,2,25
24752,2021,3,13
24753,2022,8,16
24754,2024,10,13
24755,2024,11,15
24756,2021,2,22
24757,2021,4,1
24758,2021,1,6
24759,2024,4,2
24760,2024,4,20
24761,2023,1,30
24762,2022,7,22
24763,2023,1,22
24764,2022,4,8
24765,2025,2,10
24766,2024,9,16
24767,2021,2,1
24768,2024,1,10
24769,2022,2,14
24770,2024,9,6
24771,2022,10,14
24772,2024,2,7
24773,2023,10,14
24774,2023,12,6
24775,2023,8,28
24776,2022,4,7
24777,2024,10,21
24778,2021,7,24
24779,2022,10,5
24780,2024,7,21
24781,2023,8,2
24782,2022,7,11
24783,2023,5,30
24784,2024,8,20
24785,2025,2,17
24786,2021,5,27
24787,2023,7,5
24788,2023,5,29
24789,2022,5,21
24790,2023,11,11
24791,2024,1,19
24792,2022,1,23
24793,2024,9,3
24794,2022,6,10
24795,2022,6,27
24796,2021,1,21
24797,2022,5,9
24798,2024,6,19
24799,2023,11,29
24800,2023,10,28
24801,2021,5,9
24802,2023,9,21
24803,2023,10,20
24804,2024,10,5
24805,2024,10,21
24806,2024,1,9
24807,2023,7,11
24808,2023,12,13
24809,2024,9,25
24810,2023,9,26
24811,2023,12,17
24812,2023,2,8
24813,2022,9,17
24814,2023,3,29
24815,2024,1,14
24816,2021,6,20
24817,2023,9,17
24818,2021,7,27
24819,2024,6,6
24820,2024,1,7
24821,2022,9,25
24822,2021,5,16
24823,2023,5,6
24824,2024,2,7
24825,2022,3,14
24826,2023,6,23
24827,2023,4,6
24828,2024,1,23
24829,2022,2,5
24830,2024,10,3
24831,2024,8,11
24832,2023,4,21
24833,2022,12,22
24834,2023,3,30
24835,2021,11,16
24836,2024,10,13
24837,2024,3,30
24838,2024,5,22
24839,2021,8,26
24840,2024,3,7
24841,2023,3,17
24842,2021,5,21
24843,2023,11,27
24844,2023,8,18
24845,2023,12,11
24846,2024,7,6
24847,2021,8,18
24848,2021,2,12
24849,2024,7,30
24850,2021,12,12
24851,2022,2,22
24852,2021,12,3
24853,2023,12,1
24854,2024,7,30
24855,2022,6,20
24856,2023,9,1
24857,2022,1,2
24858,2022,9,17
24859,2021,11,30
24860,2022,3,20
24861,2022,1,7
24862,2022,6,2
24863,2021,11,14
24864,2021,11,27
24865,2025,3,13
24866,2021,10,15
24867,2024,6,3
24868,2025,2,7
24869,2023,7,5
24870,2024,12,2
24871,2022,3,30
24872,2022,5,1
24873,2022,8,11
24874,2024,5,16
24875,2021,3,10
24876,2021,2,3
24877,2022,3,22
24878,2024,8,14
24879,2023,10,12
24880,2025,3,3
24881,2023,2,22
24882,2023,9,10
24883,2021,7,30
24884,2024,11,7
24885,2025,1,9
24886,2023,2,4
24887,2023,1,17
24888,2021,12,15
24889,2022,9,25
24890,2022,6,23
24891,2023,4,20
24892,2023,1,1
24893,2022,4,1
24894,2023,7,23
24895,2025,1,12
24896,2022,12,15
24897,2021,5,1
24898,2025,2,5
24899,2023,6,4
24900,2022,9,11
24901,2021,3,20
24902,2022,8,8
24903,2021,9,29
24904,2021,7,5
24905,2021,4,26
24906,2023,8,2
24907,2023,4,17
24908,2023,7,20
24909,2022,11,25
24910,2024,5,7
24911,2022,5,4
24912,2021,7,10
24913,2022,7,13
24914,2021,12,20
24915,2022,11,26
24916,2023,9,24
24917,2021,8,4
